;;;;;;;;;;;;SRS;;;Adjusted;;
Rk;School;Conf;;W;L;Pts;Opp;MOV;;SOS;;OSRS;DSRS;SRS;ORtg;DRtg;NRtg
222;Fairfield;MAAC;;15;16;57.3;60.8;-3.48;;-2.53;;-7.61;1.59;-6.02;57.96;61.35;-3.38
223;Texas State;Sun Belt;;17;15;62.2;60.4;1.78;;-2.75;;-3.77;-2.31;-6.08;49.09;50.58;-1.49
224;Cincinnati;AAC;;8;23;54.7;68.2;-13.55;;7.46;;-6.65;0.57;-6.09;51.24;55.14;-3.89
225;Pepperdine;WCC;;8;22;63.2;66.7;-3.43;;2.01;;-1.14;-4.95;-6.09;49.54;54.41;-4.87
226;Nevada;MWC;;9;21;58.7;61.1;-2.43;;-0.72;;-7.23;1.13;-6.10;41.25;44.66;-3.42
227;Lamar;Southland;;17;13;71.7;56.9;14.83;;-7.05;;1.91;-8.03;-6.13;49.35;49.55;-0.21
228;High Point;Big South;;20;12;69.3;62.9;6.31;;-10.34;;1.23;-7.38;-6.15;56.00;56.65;-0.65
229;Utah State;MWC;;8;23;64.0;69.2;-5.19;;1.06;;-0.85;-5.46;-6.31;50.82;54.49;-3.67
230;Appalachian State;Sun Belt;;14;16;67.7;68.3;-0.63;;-2.95;;1.10;-7.50;-6.39;53.62;54.81;-1.19
231;Georgia State;Sun Belt;;13;17;67.1;65.8;1.23;;-4.28;;0.09;-6.57;-6.48;56.71;59.15;-2.44
232;Savannah State;MEAC;;21;11;35.0;;;;-6.00;;-4.95;-1.53;-6.48;;;
233;Florida Atlantic;CUSA;;13;17;68.4;70.1;-1.67;;-1.03;;1.75;-8.33;-6.58;56.72;59.99;-3.27
234;UNC Wilmington;CAA;;14;16;65.5;66.6;-1.10;;-2.94;;0.13;-6.79;-6.67;55.84;59.07;-3.23
235;Brown;Ivy;;10;18;65.5;69.2;-3.71;;-2.62;;1.32;-8.05;-6.73;59.54;62.08;-2.54
236;Colgate;Patriot;;9;22;57.7;62.0;-4.32;;-2.71;;-5.31;-1.72;-7.03;54.31;58.75;-4.44
237;Portland;WCC;;4;26;63.7;68.0;-4.27;;2.73;;-0.03;-7.08;-7.11;51.34;57.24;-5.90
238;Loyola Marymount;WCC;;7;24;65.4;70.6;-5.26;;2.27;;1.31;-8.65;-7.34;52.21;57.93;-5.72
239;Evansville;MVC;;13;19;62.8;65.1;-2.31;;-2.39;;-4.43;-2.96;-7.39;54.05;58.89;-4.84
240;Northern Arizona;Big Sky;;13;17;62.3;61.4;0.87;;-4.36;;-4.91;-2.64;-7.54;46.30;51.23;-4.93
241;Jacksonville;A-Sun;;12;17;61.2;60.2;1.00;;-1.10;;-5.20;-2.38;-7.58;46.62;51.11;-4.49
242;Grand Canyon;WAC;;14;13;61.7;55.1;6.56;;-8.30;;-8.15;0.41;-7.74;46.92;51.62;-4.70
243;New Hampshire;AEC;;17;12;60.8;58.7;2.07;;-6.89;;-6.71;-1.04;-7.75;54.25;58.44;-4.19
244;Abilene Christian;Southland;;17;12;68.6;52.0;16.62;;-10.17;;-4.38;-3.39;-7.77;41.88;45.78;-3.90
245;Weber State;Big Sky;;11;18;59.3;55.7;3.62;;-3.28;;-9.54;1.63;-7.91;39.65;44.79;-5.14
246;Canisius;MAAC;;10;20;61.5;65.3;-3.80;;-4.15;;-4.67;-3.28;-7.95;56.72;62.94;-6.22
247;Texas-Rio Grande Valley;WAC;;19;15;64.1;60.7;3.41;;-4.37;;-2.85;-5.17;-8.02;46.14;51.01;-4.87
248;Milwaukee;Horizon;;10;20;66.0;71.8;-5.80;;-2.24;;-0.53;-7.51;-8.04;57.43;63.21;-5.79
249;Texas A&M-Corpus Christi;Southland;;16;14;60.8;53.8;6.97;;-9.75;;-10.22;2.02;-8.20;44.10;48.59;-4.49
250;St. Francis (NY);NEC;;15;19;59.5;61.0;-1.47;;-6.91;;-9.10;0.72;-8.38;57.27;63.29;-6.02
251;Nicholls State;Southland;;17;13;63.8;57.1;6.63;;-7.97;;-4.58;-3.92;-8.49;44.00;48.44;-4.44
252;Monmouth;MAAC;;13;18;63.3;66.5;-3.23;;-5.33;;-3.38;-5.18;-8.56;50.98;57.31;-6.33
253;North Dakota State;Summit;;11;18;68.2;70.8;-2.52;;-2.99;;1.56;-10.12;-8.57;51.48;57.51;-6.03
254;Sacred Heart;NEC;;16;13;69.2;66.6;2.69;;-8.44;;-0.20;-8.45;-8.65;56.90;62.81;-5.91
255;Northeastern;CAA;;4;25;60.4;68.7;-8.34;;-0.40;;-3.68;-5.06;-8.74;56.05;63.19;-7.14
256;Idaho State;Big Sky;;13;17;63.9;64.8;-0.87;;-1.98;;-2.89;-6.05;-8.94;45.74;51.82;-6.08
257;George Mason;A-10;;13;17;67.8;73.4;-5.57;;-3.40;;2.42;-11.39;-8.97;57.95;64.15;-6.20
258;Bowling Green State;MAC;;9;21;55.8;61.6;-5.80;;-3.27;;-9.78;0.71;-9.07;54.48;63.26;-8.78
259;McNeese State;Southland;;18;14;28.4;;;;-6.99;;0.63;-9.90;-9.28;;;
260;Southern;SWAC;;19;12;63.4;56.9;6.45;;-13.30;;-5.47;-3.96;-9.44;48.36;53.52;-5.16
261;Morehead State;OVC;;12;18;70.1;71.2;-1.03;;-5.08;;0.17;-9.70;-9.53;53.27;59.01;-5.74
262;South Carolina Upstate;A-Sun;;14;16;64.0;64.2;-0.20;;-4.05;;-3.06;-6.57;-9.62;49.01;54.82;-5.81
263;Houston;AAC;;6;24;53.3;66.8;-13.57;;3.82;;-8.15;-1.59;-9.74;49.06;57.58;-8.52
264;Miami (OH);MAC;;7;23;55.2;63.0;-7.80;;0.87;;-8.98;-0.81;-9.79;46.52;55.32;-8.80
265;Norfolk State;MEAC;;14;16;63.7;60.4;3.30;;-10.90;;-5.80;-4.03;-9.83;52.40;56.44;-4.04
266;Austin Peay;OVC;;10;20;70.3;72.5;-2.17;;-4.23;;2.49;-12.38;-9.89;54.15;60.88;-6.73
267;Davidson;A-10;;5;25;56.4;68.0;-11.60;;1.49;;-6.87;-3.24;-10.11;51.12;58.91;-7.78
268;Utah Valley;WAC;;11;19;61.7;57.4;4.23;;-8.10;;-9.08;-1.05;-10.13;45.98;54.31;-8.34
269;Purdue Fort Wayne;Summit;;9;21;69.6;70.1;-0.47;;-2.93;;0.69;-10.87;-10.18;54.48;62.04;-7.56
270;Columbia;Ivy;;8;20;61.4;67.9;-6.50;;-4.03;;-4.47;-6.06;-10.53;52.21;60.62;-8.41
271;North Texas;CUSA;;5;24;51.8;61.9;-10.07;;-0.49;;-12.69;2.14;-10.55;41.50;50.23;-8.73
272;Winthrop;Big South;;17;13;64.2;61.3;2.90;;-9.56;;-5.77;-4.83;-10.60;50.74;57.10;-6.35
273;Northwestern State;Southland;;19;15;60.7;52.4;8.29;;-6.18;;-8.79;-1.92;-10.72;43.02;50.59;-7.58
274;Lipscomb;A-Sun;;8;21;64.3;69.4;-5.10;;-2.08;;-2.53;-8.23;-10.76;53.61;61.50;-7.90
275;Seattle;WAC;;10;21;60.6;64.6;-4.00;;-4.98;;-6.29;-4.60;-10.89;43.33;52.91;-9.58
276;Kent State;MAC;;5;25;55.4;65.9;-10.57;;-0.44;;-8.75;-2.26;-11.01;50.80;61.70;-10.90
277;Massachusetts-Lowell;AEC;;14;15;63.7;67.9;-4.14;;-3.67;;-1.84;-9.43;-11.27;54.75;64.28;-9.54
278;Omaha;Summit;;10;18;60.1;60.9;-0.71;;-4.49;;-9.78;-1.52;-11.30;42.19;51.79;-9.60
279;Houston Christian;Southland;;15;18;66.3;55.5;10.82;;-8.13;;-4.14;-7.55;-11.69;42.95;49.85;-6.90
280;Louisiana-Monroe;Sun Belt;;12;17;61.0;58.0;2.93;;-3.31;;-7.55;-4.15;-11.70;40.41;48.41;-7.99
281;Maryland-Baltimore County;AEC;;12;19;61.0;64.0;-3.06;;-5.53;;-4.89;-6.84;-11.74;49.82;59.99;-10.17
282;College of Charleston;CAA;;5;25;55.9;69.3;-13.40;;1.53;;-7.92;-3.94;-11.87;49.39;59.70;-10.31
283;Southern Utah;Big Sky;;13;15;65.1;66.7;-1.57;;-4.25;;-3.69;-8.25;-11.94;43.17;53.80;-10.62
284;Valparaiso;Horizon;;6;24;64.0;73.8;-9.80;;1.76;;-2.45;-9.69;-12.13;51.16;61.44;-10.28
285;Eastern Illinois;OVC;;10;20;59.3;66.6;-7.37;;-4.91;;-8.90;-3.38;-12.28;50.42;61.71;-11.29
286;Rider;MAAC;;11;20;54.8;61.7;-6.90;;-5.63;;-11.75;-0.78;-12.53;45.37;57.59;-12.22
287;Presbyterian;Big South;;16;15;55.3;48.9;6.42;;-12.64;;-17.87;5.16;-12.71;41.44;50.43;-8.99
288;Loyola (MD);Patriot;;7;23;52.7;63.6;-10.93;;-1.80;;-10.78;-1.96;-12.74;46.41;58.57;-12.16
289;North Florida;A-Sun;;11;19;52.4;59.0;-6.53;;-1.70;;-13.19;0.34;-12.85;41.14;52.82;-11.68
290;NJIT;Ind;;12;17;56.0;54.3;1.69;;-8.17;;-15.45;2.50;-12.94;43.11;54.14;-11.03
291;FDU;NEC;;10;20;66.4;69.8;-3.40;;-9.55;;-2.88;-10.07;-12.95;56.63;68.47;-11.84
292;Loyola (IL);MVC;;6;25;55.2;68.2;-13.03;;0.05;;-9.11;-3.87;-12.98;43.42;54.87;-11.44
293;Central Arkansas;Southland;;17;14;58.4;47.4;11.00;;-10.45;;-13.54;0.46;-13.08;39.92;48.04;-8.13
294;Denver;Summit;;8;23;60.7;71.5;-10.71;;-2.46;;-5.30;-7.87;-13.17;50.60;64.06;-13.46
295;Radford;Big South;;17;14;58.1;60.3;-2.26;;-9.61;;-9.94;-3.75;-13.68;46.75;57.26;-10.51
296;Boston University;Patriot;;5;25;55.5;65.6;-10.17;;-3.58;;-8.78;-4.97;-13.74;47.88;61.56;-13.68
297;UC Irvine;Big West;;8;24;58.3;66.3;-7.94;;-0.26;;-7.33;-6.44;-13.77;40.94;54.71;-13.77
298;Campbell;Big South;;19;12;61.4;57.5;3.94;;-12.46;;-9.39;-4.41;-13.81;42.19;52.53;-10.34
299;Murray State;OVC;;8;21;73.6;73.2;0.34;;-5.94;;2.16;-16.18;-14.02;49.73;60.97;-11.24
300;Southeast Missouri State;OVC;;10;19;60.5;62.3;-1.76;;-6.82;;-10.09;-4.17;-14.26;41.93;54.83;-12.90
301;Maryland-Eastern Shore;MEAC;;14;17;61.2;58.5;2.68;;-11.81;;-7.51;-6.80;-14.31;48.39;59.51;-11.12
302;Western Carolina;Southern;;11;19;61.8;59.5;2.30;;-7.65;;-7.75;-6.57;-14.32;48.38;60.85;-12.46
303;South Alabama;Sun Belt;;5;24;56.2;61.4;-5.24;;-3.56;;-10.98;-3.40;-14.38;41.08;53.41;-12.33
304;Tennessee Tech;OVC;;6;23;64.3;72.3;-7.97;;-5.93;;-3.81;-10.59;-14.39;53.48;65.96;-12.48
305;Gardner-Webb;Big South;;15;17;64.4;60.2;4.19;;-12.95;;-7.47;-7.21;-14.68;44.28;54.98;-10.70
306;Sam Houston;Southland;;6;22;60.0;63.6;-3.57;;-6.35;;-6.73;-8.03;-14.76;46.04;58.02;-11.98
307;Bradley;MVC;;6;24;57.8;70.2;-12.37;;-2.54;;-7.35;-7.56;-14.91;45.59;59.80;-14.22
308;Alabama State;SWAC;;17;15;61.3;54.1;7.19;;-12.79;;-10.25;-4.68;-14.93;39.50;49.98;-10.49
309;Long Island University;NEC;;9;21;64.2;70.3;-6.03;;-9.15;;-5.21;-9.97;-15.18;47.32;62.42;-15.11
310;Eastern Kentucky;OVC;;9;17;62.2;67.1;-4.88;;-7.23;;-6.71;-8.52;-15.23;45.17;58.93;-13.76
311;Prairie View;SWAC;;14;18;62.2;65.3;-3.03;;-9.19;;-6.98;-8.24;-15.23;45.34;58.53;-13.18
312;Vermont;AEC;;5;24;59.0;70.5;-11.48;;-3.97;;-6.19;-9.26;-15.45;49.65;65.29;-15.64
313;Georgia Southern;Sun Belt;;5;24;60.5;69.5;-9.03;;-3.36;;-5.96;-9.75;-15.71;46.77;61.20;-14.43
314;UNC Asheville;Big South;;9;22;59.9;61.7;-1.81;;-11.56;;-9.67;-6.12;-15.79;48.90;61.98;-13.08
315;South Carolina State;MEAC;;16;12;61.2;51.8;9.43;;-14.04;;-12.23;-3.57;-15.80;43.52;55.22;-11.69
316;Illinois State;MVC;;2;28;52.4;68.7;-16.27;;0.34;;-11.61;-4.31;-15.92;42.91;59.36;-16.45
317;Bethune-Cookman;MEAC;;13;17;57.3;57.7;-0.43;;-8.86;;-10.93;-5.30;-16.23;44.66;56.84;-12.19
318;UNC Greensboro;Southern;;6;24;63.5;71.6;-8.07;;-5.11;;-2.18;-14.07;-16.25;46.64;60.91;-14.26
319;Coastal Carolina;Big South;;12;18;69.0;59.4;9.60;;-13.38;;-4.62;-11.80;-16.41;45.18;57.42;-12.24
320;Coppin State;MEAC;;7;22;58.5;60.9;-2.38;;-6.72;;-9.14;-7.74;-16.88;46.89;59.06;-12.17
321;Binghamton;AEC;;4;26;58.3;71.4;-13.10;;-4.15;;-6.38;-10.87;-17.25;53.16;71.91;-18.75
322;UC Santa Barbara;Big West;;2;27;47.9;65.9;-17.97;;0.50;;-16.06;-1.40;-17.47;37.49;59.38;-21.89
323;Florida International;CUSA;;3;26;58.0;75.4;-17.45;;0.00;;-6.26;-11.26;-17.51;49.21;67.93;-18.72
324;Kansas City;WAC;;6;24;57.0;61.6;-4.60;;-8.61;;-10.88;-6.63;-17.51;45.18;64.24;-19.07
325;Mount St. Mary's;NEC;;8;22;57.2;66.3;-9.13;;-8.53;;-12.72;-4.95;-17.66;48.96;67.25;-18.29
326;Saint Francis (PA);NEC;;6;23;69.2;81.8;-12.59;;-5.16;;1.22;-18.96;-17.75;49.14;65.31;-16.17
327;New Orleans;Southland;;8;19;58.6;57.1;1.44;;-7.08;;-9.67;-8.21;-17.88;38.26;53.30;-15.05
328;Jackson State;SWAC;;14;17;63.6;68.1;-4.48;;-13.51;;-6.26;-11.73;-17.99;42.06;58.50;-16.44
329;Saint Peter's;MAAC;;5;26;50.6;63.9;-13.35;;-4.77;;-15.06;-3.07;-18.12;42.91;63.94;-21.03
330;Manhattan;MAAC;;3;27;51.7;66.5;-14.87;;-3.78;;-13.51;-5.14;-18.65;46.15;68.88;-22.73
331;Southeastern Louisiana;Southland;;7;22;63.7;66.3;-2.55;;-6.19;;-3.85;-15.45;-19.30;42.47;57.94;-15.47
332;Wofford;Southern;;8;22;56.5;62.3;-5.77;;-7.58;;-11.87;-7.47;-19.33;39.72;58.55;-18.83
333;Wagner;NEC;;7;22;62.4;75.6;-13.17;;-6.24;;-5.37;-14.05;-19.41;49.95;69.73;-19.78
334;Alcorn State;SWAC;;10;18;53.9;61.0;-7.04;;-12.36;;-15.20;-4.27;-19.47;40.36;59.30;-18.94
335;Incarnate Word;Southland;;5;24;58.1;55.7;2.38;;-6.75;;-11.17;-8.33;-19.51;35.22;52.61;-17.38
336;Howard;MEAC;;4;27;60.6;72.8;-12.19;;-6.16;;-6.32;-14.34;-20.66;47.82;66.48;-18.66
337;Grambling;SWAC;;10;20;56.2;62.4;-6.27;;-8.94;;-13.22;-8.22;-21.44;37.79;57.58;-19.79
338;Florida A&M;MEAC;;8;21;56.1;59.4;-3.31;;-10.88;;-12.72;-8.90;-21.62;42.84;61.25;-18.41
339;Portland State;Big Sky;;4;25;56.1;71.6;-15.48;;-0.76;;-10.92;-11.21;-22.13;40.18;64.58;-24.40
340;Alabama A&M;SWAC;;6;24;59.8;70.7;-10.93;;-12.29;;-9.87;-13.35;-23.22;43.89;67.67;-23.79
341;Longwood;Big South;;4;26;55.8;70.9;-15.13;;-9.14;;-12.44;-11.84;-24.28;44.16;70.01;-25.85
342;North Carolina Central;MEAC;;7;22;51.9;58.0;-6.14;;-10.37;;-16.92;-8.41;-25.34;38.58;61.43;-22.85
343;Air Force;MWC;;2;28;53.8;77.3;-23.50;;-2.55;;-11.73;-14.32;-26.05;35.33;64.97;-29.64
344;Chicago State;WAC;;4;25;52.8;67.8;-14.97;;-5.00;;-16.37;-9.85;-26.22;35.72;64.64;-28.93
345;Arkansas-Pine Bluff;SWAC;;7;22;54.0;61.4;-7.41;;-9.42;;-15.79;-10.63;-26.42;31.89;56.99;-25.10
346;Charleston Southern;Big South;;1;25;66.3;68.7;-2.42;;-10.99;;-15.54;-11.26;-26.80;33.07;58.15;-25.09
347;Delaware State;MEAC;;5;25;61.2;70.3;-9.03;;-9.34;;-7.06;-20.21;-27.27;46.63;72.00;-25.37
348;Mississippi Valley State;SWAC;;4;26;50.4;62.9;-12.50;;-9.78;;-18.94;-8.81;-27.75;32.10;60.00;-27.90
